bcspwr06,6872,5874,5539,4072,4168,3443,3200,3256,3126,3046
bcsstk04,937,509,525,492,493,494,519,493,491,518
bibd_9_5,419,152,137,131,129,126,130,133,130,139
bibd_11_5,1358,869,856,852,870,852,850,851,848,785
bibd_12_4,1741,1036,1019,866,867,788,732,836,829,647
bibd_12_5,3463,2512,2511,2486,2432,2138,1781,1772,1762,1771
