Matrix_10000_10000_50_50_375_50_nonuniform,328459,275233,275904,276098,275955
Matrix_10000_10000_50_50_375_99_nonuniform,54619,32875,30326,30546,30338
Matrix_10000_10000_50_50_375_10_nonuniform,349681,318483,318772,319554,318402
Matrix_10000_10000_50_50_250_30_nonuniform,264990,225830,227210,226978,226866
Matrix_10000_10000_50_50_250_20_nonuniform,306089,238056,236564,236355,236484
Matrix_10000_10000_50_50_250_10_nonuniform,289761,237794,240257,243769,241684
Matrix_10000_10000_50_50_250_0_nonuniform,321444,252049,251878,252856,252345
Matrix_10000_10000_50_50_375_40_nonuniform,359155,281193,282104,282068,282333
Matrix_10000_10000_50_50_375_0_nonuniform,387313,333013,332339,332195,332224
Matrix_10000_10000_50_50_375_75_nonuniform,260751,209938,210662,210874,210867
Matrix_10000_10000_50_50_375_30_nonuniform,381572,295834,292929,292053,292296
Matrix_10000_10000_50_50_375_20_nonuniform,374091,306791,309345,308894,308996
Matrix_10000_10000_50_50_500_20_nonuniform,490209,383965,388025,388870,388329
Matrix_10000_10000_50_50_500_99_nonuniform,70567,41443,36495,36471,36613
Matrix_10000_10000_50_50_500_0_nonuniform,498125,428435,422924,423816,423180
Matrix_10000_10000_50_50_500_75_nonuniform,361289,261535,262944,261306,260637
Matrix_10000_10000_50_50_500_40_nonuniform,408669,345665,345715,344278,346604
Matrix_10000_10000_50_50_500_10_nonuniform,467720,394756,396209,435435,392460
Matrix_10000_10000_50_50_500_30_nonuniform,459824,363587,366411,365942,365403
Matrix_10000_10000_50_50_500_50_nonuniform,432418,326194,326639,326711,328265
Matrix_10000_10000_50_50_25_0_nonuniform,54811,50058,38084,29267,29343
Matrix_10000_10000_50_50_25_75_nonuniform,20723,18562,18671,18534,18569
Matrix_10000_10000_50_50_25_99_nonuniform,12822,12057,11805,11981,11887
Matrix_10000_10000_50_50_25_50_nonuniform,28864,24973,28393,26109,25008
Matrix_10000_10000_50_50_25_20_nonuniform,54469,44984,29766,28032,27789
