bcspwr06,1801,1116,1048,1030,1224,762,760,766,772,760
bcsstk04,612,260,217,215,211,232,210,213,215,214
bibd_9_5,383,180,148,147,146,143,146,149,146,146
bibd_11_5,864,339,314,282,283,283,280,294,280,280
bibd_12_4,830,326,318,323,305,309,306,307,304,307
bibd_12_5,1553,923,890,890,963,902,904,901,917,909
