bcspwr06,2397,1761,1738,1640,1669,1525,1560,1604,1423,1530
bcsstk04,669,376,324,318,324,322,317,323,318,348
bibd_9_5,474,193,181,186,159,154,160,159,154,157
bibd_11_5,1244,552,533,532,563,539,530,529,528,531
bibd_12_4,907,400,356,385,353,348,358,343,337,341
bibd_12_5,2467,1614,1513,1464,1444,1441,1457,1438,1439,1290
